※ 매월 말일자 통계 현황,,,,,,,
,,2021년05월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
2824561400,인천광역시 계양구 계산4동,"23,312","9,137",2.55,"11,773","11,539",1.02
2824562100,인천광역시 계양구 작전1동,"28,285","11,271",2.51,"13,918","14,367",0.97
2824562200,인천광역시 계양구 작전2동,"20,259","9,244",2.19,"10,022","10,237",0.98
2824564000,인천광역시 계양구 작전서운동,"35,017","14,036",2.49,"17,438","17,579",0.99
2824571000,인천광역시 계양구 계양1동,"21,149","8,485",2.49,"10,462","10,687",0.98
2824572000,인천광역시 계양구 계양2동,"33,677","15,597",2.16,"16,661","17,016",0.98
2824573000,인천광역시 계양구 계양3동,"25,907","10,041",2.58,"12,744","13,163",0.97
2826000000,인천광역시 서구 ,"540,790","224,746",2.41,"273,106","267,684",1.02
2826051500,인천광역시 서구 검암경서동,"45,577","19,512",2.34,"23,167","22,410",1.03
2826053000,인천광역시 서구 연희동,"41,061","19,016",2.16,"20,929","20,132",1.04
2826053600,인천광역시 서구 청라1동,"31,521","11,904",2.65,"15,705","15,816",0.99
2826053700,인천광역시 서구 청라2동,"48,863","17,923",2.73,"24,296","24,567",0.99
2826053900,인천광역시 서구 청라3동,"31,016","10,840",2.86,"15,364","15,652",0.98
2826054200,인천광역시 서구 가정1동,"28,205","12,007",2.35,"14,156","14,049",1.01
2826054300,인천광역시 서구 가정2동,"6,580","3,027",2.17,"3,452","3,128",1.1
2826054400,인천광역시 서구 가정3동,"9,767","4,399",2.22,"4,888","4,879",1
2826055000,인천광역시 서구 석남1동,"22,584","10,888",2.07,"11,630","10,954",1.06
2826056000,인천광역시 서구 석남2동,"13,243","6,295",2.1,"6,918","6,325",1.09
2826056100,인천광역시 서구 석남3동,"13,972","6,569",2.13,"7,050","6,922",1.02
2826057500,인천광역시 서구 신현원창동,"31,857","12,963",2.46,"15,919","15,938",1
2826058000,인천광역시 서구 가좌1동,"12,218","5,995",2.04,"6,513","5,705",1.14
2826059000,인천광역시 서구 가좌2동,"20,208","7,735",2.61,"9,852","10,356",0.95
2826060000,인천광역시 서구 가좌3동,"16,547","7,896",2.1,"8,411","8,136",1.03
2826061000,인천광역시 서구 가좌4동,"10,696","4,951",2.16,"5,517","5,179",1.07
2826068000,인천광역시 서구 검단동,"32,958","14,591",2.26,"17,035","15,923",1.07
2826069000,인천광역시 서구 불로대곡동,"22,693","9,105",2.49,"11,531","11,162",1.03
2826070000,인천광역시 서구 원당동,"24,605","9,740",2.53,"12,459","12,146",1.03
2826071000,인천광역시 서구 당하동,"28,195","10,918",2.58,"14,027","14,168",0.99
2826072000,인천광역시 서구 오류왕길동,"25,350","10,117",2.51,"12,911","12,439",1.04
2826073000,인천광역시 서구 마전동,"23,074","8,355",2.76,"11,376","11,698",0.97
2826500000,인천광역시 서구검단출장소 ,0,0,0,0,0,0
2871000000,인천광역시 강화군 ,"69,212","34,095",2.03,"34,626","34,586",1
2871025000,인천광역시 강화군 강화읍,"22,670","10,446",2.17,"11,199","11,471",0.98
2871031000,인천광역시 강화군 선원면,"7,872","3,540",2.22,"3,907","3,965",0.99
2871032000,인천광역시 강화군 불은면,"4,911","2,583",1.9,"2,472","2,439",1.01
2871033000,인천광역시 강화군 길상면,"7,042","3,494",2.02,"3,532","3,510",1.01
2871034000,인천광역시 강화군 화도면,"4,528","2,413",1.88,"2,301","2,227",1.03
2871035000,인천광역시 강화군 양도면,"4,274","2,148",1.99,"2,137","2,137",1
2871036000,인천광역시 강화군 내가면,"3,041","1,623",1.87,"1,500","1,541",0.97
2871037000,인천광역시 강화군 하점면,"3,976","2,038",1.95,"2,030","1,946",1.04
2871038000,인천광역시 강화군 양사면,"1,870",999,1.87,917,953,0.96
2871039000,인천광역시 강화군 송해면,"3,238","1,621",2,"1,626","1,612",1.01
2871040000,인천광역시 강화군 교동면,"2,883","1,558",1.85,"1,486","1,397",1.06
2871041000,인천광역시 강화군 삼산면,"2,248","1,234",1.82,"1,174","1,074",1.09
2871042000,인천광역시 강화군 서도면,390,227,1.72,199,191,1.04
2871042500,인천광역시 강화군 서도면볼음출장소,269,171,1.57,146,123,1.19
2872000000,인천광역시 옹진군 ,"20,319","11,962",1.7,"11,524","8,795",1.31
2872031000,인천광역시 옹진군 북도면,"1,156",665,1.74,610,546,1.12
2872031500,인천광역시 옹진군 북도면장봉출장소,994,528,1.88,523,471,1.11
2872033000,인천광역시 옹진군 백령면,"5,047","2,941",1.72,"2,945","2,102",1.4
2872034000,인천광역시 옹진군 대청면,"1,210",724,1.67,698,512,1.36
2872034500,인천광역시 옹진군 대청면소청출장소,223,166,1.34,138,85,1.62
2872035000,인천광역시 옹진군 덕적면,"1,871","1,162",1.61,"1,006",865,1.16
2872036000,인천광역시 옹진군 영흥면,"6,460","3,597",1.8,"3,611","2,849",1.27
2872037000,인천광역시 옹진군 자월면,938,557,1.68,507,431,1.18
2872037500,인천광역시 옹진군 자월면이작출장소,385,230,1.67,201,184,1.09
2872038000,인천광역시 옹진군 연평면,"2,035","1,392",1.46,"1,285",750,1.71
2900000000,광주광역시  ,"1,443,154","637,364",2.26,"714,101","729,053",0.98
2911000000,광주광역시 동구 ,"103,007","51,282",2.01,"50,853","52,154",0.98
2911052500,광주광역시 동구 충장동,"4,434","3,276",1.35,"2,276","2,158",1.05
2911054500,광주광역시 동구 동명동,"3,868","2,457",1.57,"1,942","1,926",1.01
2911056000,광주광역시 동구 계림1동,"10,622","5,758",1.84,"5,526","5,096",1.08
2911057000,광주광역시 동구 계림2동,"9,165","3,860",2.37,"4,448","4,717",0.94
2911059000,광주광역시 동구 산수1동,"8,658","4,483",1.93,"4,328","4,330",1
2911060000,광주광역시 동구 산수2동,"10,319","4,680",2.2,"5,018","5,301",0.95
2911062000,광주광역시 동구 지산1동,"4,295","2,403",1.79,"2,165","2,130",1.02
2911063000,광주광역시 동구 지산2동,"4,645","2,448",1.9,"2,370","2,275",1.04
2911065500,광주광역시 동구 서남동,"3,086","2,201",1.4,"1,643","1,443",1.14
2911068500,광주광역시 동구 학동,"7,870","3,673",2.14,"3,777","4,093",0.92
2911071000,광주광역시 동구 학운동,"11,664","5,139",2.27,"5,521","6,143",0.9
2911073000,광주광역시 동구 지원1동,"7,915","3,652",2.17,"3,836","4,079",0.94
2911074000,광주광역시 동구 지원2동,"16,466","7,252",2.27,"8,003","8,463",0.95
2914000000,광주광역시 서구 ,"293,364","131,724",2.23,"143,812","149,552",0.96
2914057500,광주광역시 서구 양동,"3,855","2,192",1.76,"1,920","1,935",0.99
2914059000,광주광역시 서구 양3동,"4,684","2,193",2.14,"2,295","2,389",0.96
2914065000,광주광역시 서구 농성1동,"10,965","6,067",1.81,"5,438","5,527",0.98
2914066000,광주광역시 서구 농성2동,"4,996","2,938",1.7,"2,601","2,395",1.09
2914073000,광주광역시 서구 광천동,"8,372","4,293",1.95,"4,295","4,077",1.05
2914074000,광주광역시 서구 유덕동,"10,644","4,646",2.29,"5,415","5,229",1.04
2914074500,광주광역시 서구 치평동,"30,414","13,461",2.26,"14,547","15,867",0.92
2914075100,광주광역시 서구 상무1동,"24,926","12,079",2.06,"12,446","12,480",1
2914075200,광주광역시 서구 상무2동,"23,855","12,837",1.86,"11,635","12,220",0.95
2914076000,광주광역시 서구 화정1동,"15,753","8,490",1.86,"7,486","8,267",0.91
2914077000,광주광역시 서구 화정2동,"20,784","8,027",2.59,"10,433","10,351",1.01
2914078000,광주광역시 서구 화정3동,"10,221","4,593",2.23,"5,045","5,176",0.97
2914079000,광주광역시 서구 화정4동,"15,623","6,480",2.41,"7,540","8,083",0.93
2914080000,광주광역시 서구 서창동,"5,848","2,705",2.16,"3,023","2,825",1.07
2914082100,광주광역시 서구 금호1동,"20,201","8,811",2.29,"9,594","10,607",0.9
2914082400,광주광역시 서구 금호2동,"28,842","10,489",2.75,"14,142","14,700",0.96
2914083000,광주광역시 서구 풍암동,"37,190","15,125",2.46,"18,280","18,910",0.97
2914084000,광주광역시 서구 동천동,"16,191","6,298",2.57,"7,677","8,514",0.9
2915500000,광주광역시 남구 ,"213,717","93,621",2.28,"102,803","110,914",0.93
2915551000,광주광역시 남구 양림동,"7,128","3,196",2.23,"3,269","3,859",0.85
2915552000,광주광역시 남구 방림1동,"6,855","3,033",2.26,"3,272","3,583",0.91
2915553000,광주광역시 남구 방림2동,"9,025","4,066",2.22,"4,271","4,754",0.9
2915553700,광주광역시 남구 봉선1동,"13,657","6,624",2.06,"6,432","7,225",0.89
2915553800,광주광역시 남구 봉선2동,"28,891","9,931",2.91,"13,544","15,347",0.88
2915554500,광주광역시 남구 사직동,"5,255","2,978",1.76,"2,712","2,543",1.07
2915560500,광주광역시 남구 월산동,"7,194","3,883",1.85,"3,685","3,509",1.05
2915563000,광주광역시 남구 월산4동,"8,684","4,777",1.82,"4,460","4,224",1.06
2915564000,광주광역시 남구 월산5동,"6,457","3,488",1.85,"3,224","3,233",1
2915567000,광주광역시 남구 백운1동,"12,366","5,189",2.38,"5,856","6,510",0.9
2915568000,광주광역시 남구 백운2동,"6,436","3,332",1.93,"3,167","3,269",0.97
2915569000,광주광역시 남구 주월1동,"20,982","9,167",2.29,"10,162","10,820",0.94
2915570000,광주광역시 남구 주월2동,"8,188","4,022",2.04,"4,057","4,131",0.98
2915571000,광주광역시 남구 효덕동,"45,642","18,726",2.44,"21,549","24,093",0.89
2915572000,광주광역시 남구 송암동,"20,644","7,934",2.6,"10,011","10,633",0.94
2915573000,광주광역시 남구 대촌동,"6,313","3,275",1.93,"3,132","3,181",0.98
2917000000,광주광역시 북구 ,"428,262","193,544",2.21,"212,637","215,625",0.99
2917051000,광주광역시 북구 중흥1동,"4,916","3,045",1.61,"2,536","2,380",1.07
2917052000,광주광역시 북구 중흥2동,"6,814","3,697",1.84,"3,472","3,342",1.04
2917053000,광주광역시 북구 중흥3동,"4,840","2,805",1.73,"2,542","2,298",1.11
2917055500,광주광역시 북구 중앙동,"3,177","2,077",1.53,"1,682","1,495",1.13
2917057000,광주광역시 북구 임동,"7,880","3,816",2.06,"3,878","4,002",0.97
2917058000,광주광역시 북구 신안동,"11,966","6,918",1.73,"6,285","5,681",1.11
2917059000,광주광역시 북구 용봉동,"38,477","17,390",2.21,"19,191","19,286",1
2917060100,광주광역시 북구 운암1동,"19,444","7,407",2.63,"9,380","10,064",0.93
2917060200,광주광역시 북구 운암2동,"12,109","6,055",2,"6,101","6,008",1.02
2917060300,광주광역시 북구 운암3동,"12,968","5,129",2.53,"6,233","6,735",0.93
2917061500,광주광역시 북구 동림동,"23,652","9,863",2.4,"11,665","11,987",0.97
2917062000,광주광역시 북구 우산동,"10,520","5,688",1.85,"5,134","5,386",0.95
2917063500,광주광역시 북구 풍향동,"5,850","2,792",2.1,"2,926","2,924",1
2917065000,광주광역시 북구 문화동,"21,003","9,711",2.16,"10,325","10,678",0.97
2917065600,광주광역시 북구 문흥1동,"16,135","6,418",2.51,"7,848","8,287",0.95
2917065700,광주광역시 북구 문흥2동,"15,853","7,308",2.17,"7,540","8,313",0.91
2917066100,광주광역시 북구 두암1동,"7,827","3,950",1.98,"3,903","3,924",0.99
2917066200,광주광역시 북구 두암2동,"16,142","7,605",2.12,"7,990","8,152",0.98
2917066300,광주광역시 북구 두암3동,"13,628","7,863",1.73,"6,554","7,074",0.93
2917066600,광주광역시 북구 삼각동,"14,210","6,011",2.36,"7,352","6,858",1.07
2917066900,광주광역시 북구 일곡동,"30,123","11,468",2.63,"14,738","15,385",0.96
2917067300,광주광역시 북구 매곡동,"14,026","5,457",2.57,"6,880","7,146",0.96
2917067600,광주광역시 북구 오치1동,"11,130","5,483",2.03,"5,642","5,488",1.03
2917067700,광주광역시 북구 오치2동,"12,643","6,999",1.81,"6,189","6,454",0.96
2917068500,광주광역시 북구 석곡동,"2,586","1,430",1.81,"1,356","1,230",1.1
2917069500,광주광역시 북구 건국동,"22,514","9,255",2.43,"11,372","11,142",1.02
2917069600,광주광역시 북구 양산동,"37,870","16,199",2.34,"19,059","18,811",1.01
2917069700,광주광역시 북구 신용동,"29,959","11,705",2.56,"14,864","15,095",0.98
2920000000,광주광역시 광산구 ,"404,804","167,193",2.42,"203,996","200,808",1.02
2920051500,광주광역시 광산구 송정1동,"11,019","4,881",2.26,"5,574","5,445",1.02
2920052500,광주광역시 광산구 송정2동,"6,569","3,442",1.91,"3,314","3,255",1.02
2920054000,광주광역시 광산구 도산동,"15,447","6,625",2.33,"7,801","7,646",1.02
2920055000,광주광역시 광산구 신흥동,"4,666","2,059",2.27,"2,357","2,309",1.02
2920056500,광주광역시 광산구 어룡동,"32,894","13,815",2.38,"16,825","16,069",1.05
2920058000,광주광역시 광산구 우산동,"28,758","14,579",1.97,"14,616","14,142",1.03
2920060000,광주광역시 광산구 월곡1동,"11,076","4,971",2.23,"5,580","5,496",1.02
2920061000,광주광역시 광산구 월곡2동,"15,969","6,684",2.39,"8,067","7,902",1.02
2920062000,광주광역시 광산구 비아동,"7,255","3,378",2.15,"3,829","3,426",1.12
2920062400,광주광역시 광산구 첨단1동,"27,534","10,299",2.67,"13,659","13,875",0.98
2920062600,광주광역시 광산구 첨단2동,"43,449","18,119",2.4,"21,910","21,539",1.02
2920063000,광주광역시 광산구 신가동,"18,630","7,004",2.66,"9,491","9,139",1.04
2920063500,광주광역시 광산구 운남동,"31,244","12,234",2.55,"15,312","15,932",0.96
2920063700,광주광역시 광산구 수완동,"77,785","28,113",2.77,"38,391","39,394",0.97
2920064000,광주광역시 광산구 하남동,"24,905","9,841",2.53,"12,782","12,123",1.05
2920065000,광주광역시 광산구 임곡동,"2,128","1,268",1.68,"1,106","1,022",1.08
2920066000,광주광역시 광산구 동곡동,"1,918","1,083",1.77,989,929,1.06
2920067000,광주광역시 광산구 평동,"4,081","2,494",1.64,"2,269","1,812",1.25
2920068000,광주광역시 광산구 삼도동,"2,215","1,340",1.65,"1,144","1,071",1.07
2920069000,광주광역시 광산구 본량동,"2,063","1,240",1.66,"1,026","1,037",0.99
2920070000,광주광역시 광산구 신창동,"35,199","13,724",2.56,"17,954","17,245",1.04
3000000000,대전광역시  ,"1,457,161","657,087",2.22,"727,279","729,882",1
3011000000,대전광역시 동구 ,"223,353","106,836",2.09,"112,656","110,697",1.02
3011051500,대전광역시 동구 중앙동,"4,717","3,213",1.47,"2,644","2,073",1.28
3011053000,대전광역시 동구 효동,"24,816","9,544",2.6,"12,232","12,584",0.97
3011054500,대전광역시 동구 신인동,"12,150","5,464",2.22,"5,941","6,209",0.96
3011055100,대전광역시 동구 판암1동,"12,403","5,840",2.12,"6,058","6,345",0.95
3011055200,대전광역시 동구 판암2동,"8,637","5,313",1.63,"4,234","4,403",0.96
3011056000,대전광역시 동구 용운동,"21,751","10,064",2.16,"10,992","10,759",1.02
3011058500,대전광역시 동구 대동,"14,997","6,397",2.34,"7,511","7,486",1
3011059000,대전광역시 동구 자양동,"10,629","6,369",1.67,"5,605","5,024",1.12
3011062000,대전광역시 동구 가양1동,"13,807","6,916",2,"7,121","6,686",1.07
3011063000,대전광역시 동구 가양2동,"18,252","8,749",2.09,"9,187","9,065",1.01
3011064000,대전광역시 동구 용전동,"20,470","11,290",1.81,"10,539","9,931",1.06
3011066500,대전광역시 동구 성남동,"12,167","5,649",2.15,"6,021","6,146",0.98
3011067000,대전광역시 동구 홍도동,"10,970","5,613",1.95,"5,570","5,400",1.03
3011069500,대전광역시 동구 삼성동,"14,308","6,664",2.15,"7,274","7,034",1.03
3011072500,대전광역시 동구 대청동,"2,449","1,264",1.94,"1,275","1,174",1.09
3011074000,대전광역시 동구 산내동,"20,830","8,487",2.45,"10,452","10,378",1.01
3014000000,대전광역시 중구 ,"233,067","107,418",2.17,"114,905","118,162",0.97
3014053500,대전광역시 중구 은행선화동,"15,854","9,293",1.71,"8,201","7,653",1.07
3014055000,대전광역시 중구 목동,"14,552","4,929",2.95,"6,955","7,597",0.92
3014056000,대전광역시 중구 중촌동,"13,080","6,242",2.1,"6,366","6,714",0.95
3014057500,대전광역시 중구 대흥동,"13,903","7,393",1.88,"6,871","7,032",0.98
3014060500,대전광역시 중구 문창동,"4,706","2,605",1.81,"2,467","2,239",1.1
3014062000,대전광역시 중구 석교동,"15,788","7,708",2.05,"7,918","7,870",1.01
3014063000,대전광역시 중구 대사동,"5,487","3,224",1.7,"2,666","2,821",0.95
3014064000,대전광역시 중구 부사동,"6,649","3,418",1.95,"3,371","3,278",1.03
3014065500,대전광역시 중구 용두동,"9,531","5,102",1.87,"4,590","4,941",0.93
3014067000,대전광역시 중구 오류동,"10,595","4,895",2.16,"4,995","5,600",0.89
3014068000,대전광역시 중구 태평1동,"13,492","5,241",2.57,"6,545","6,947",0.94
3014069000,대전광역시 중구 태평2동,"26,078","9,662",2.7,"12,539","13,539",0.93
3014070000,대전광역시 중구 유천1동,"6,587","3,649",1.81,"3,454","3,133",1.1
3014071000,대전광역시 중구 유천2동,"13,782","6,377",2.16,"6,793","6,989",0.97
3014072000,대전광역시 중구 문화1동,"22,630","8,808",2.57,"10,896","11,734",0.93
3014073000,대전광역시 중구 문화2동,"12,785","6,089",2.1,"6,233","6,552",0.95
3014074000,대전광역시 중구 산성동,"27,568","12,783",2.16,"14,045","13,523",1.04
3017000000,대전광역시 서구 ,"475,406","211,476",2.25,"233,764","241,642",0.97
3017051000,대전광역시 서구 복수동,"22,731","8,851",2.57,"11,201","11,530",0.97
3017052000,대전광역시 서구 도마1동,"15,203","7,899",1.92,"7,710","7,493",1.03
3017053000,대전광역시 서구 도마2동,"17,372","8,199",2.12,"8,783","8,589",1.02
3017053500,대전광역시 서구 정림동,"16,408","6,817",2.41,"8,010","8,398",0.95
3017054000,대전광역시 서구 변동,"16,255","7,769",2.09,"8,266","7,989",1.03
3017055000,대전광역시 서구 용문동,"12,407","7,069",1.76,"5,916","6,491",0.91
3017055500,대전광역시 서구 탄방동,"27,451","14,443",1.9,"13,175","14,276",0.92
3017056000,대전광역시 서구 괴정동,"19,168","11,168",1.72,"9,357","9,811",0.95
3017057000,대전광역시 서구 가장동,"12,074","5,190",2.33,"5,843","6,231",0.94
3017057500,대전광역시 서구 내동,"23,902","9,446",2.53,"11,475","12,427",0.92
3017058100,대전광역시 서구 갈마1동,"21,596","11,244",1.92,"11,029","10,567",1.04
3017058200,대전광역시 서구 갈마2동,"25,043","13,144",1.91,"12,518","12,525",1
3017058600,대전광역시 서구 월평1동,"11,231","7,115",1.58,"6,013","5,218",1.15
3017058700,대전광역시 서구 월평2동,"15,041","7,303",2.06,"7,159","7,882",0.91
3017058800,대전광역시 서구 월평3동,"21,570","7,651",2.82,"10,593","10,977",0.97
3017059000,대전광역시 서구 가수원동,"41,634","16,210",2.57,"20,502","21,132",0.97
3017059600,대전광역시 서구 관저1동,"15,799","6,536",2.42,"7,549","8,250",0.92
3017059700,대전광역시 서구 관저2동,"50,483","19,237",2.62,"24,666","25,817",0.96
3017060000,대전광역시 서구 기성동,"3,777","1,976",1.91,"1,947","1,830",1.06
3017063000,대전광역시 서구 둔산1동,"17,084","5,838",2.93,"8,423","8,661",0.97
3017064000,대전광역시 서구 둔산2동,"36,251","14,492",2.5,"17,521","18,730",0.94
3017065000,대전광역시 서구 만년동,"12,901","5,918",2.18,"6,458","6,443",1
3017066000,대전광역시 서구 둔산3동,"20,025","7,961",2.52,"9,650","10,375",0.93
3020000000,대전광역시 유성구 ,"350,046","152,717",2.29,"176,750","173,296",1.02
3020052000,대전광역시 유성구 진잠동,"34,783","14,832",2.35,"17,670","17,113",1.03
3020053000,대전광역시 유성구 온천1동,"34,895","21,408",1.63,"18,027","16,868",1.07
3020054000,대전광역시 유성구 온천2동,"40,086","19,540",2.05,"20,849","19,237",1.08
3020054600,대전광역시 유성구 노은1동,"22,122","8,801",2.51,"10,984","11,138",0.99
3020054700,대전광역시 유성구 노은2동,"24,743","9,450",2.62,"12,179","12,564",0.97
3020054800,대전광역시 유성구 노은3동,"37,650","14,106",2.67,"18,484","19,166",0.96
3020055000,대전광역시 유성구 신성동,"26,036","11,693",2.23,"13,655","12,381",1.1
3020057000,대전광역시 유성구 전민동,"27,191","11,375",2.39,"13,953","13,238",1.05
3020058000,대전광역시 유성구 구즉동,"27,793","11,876",2.34,"14,223","13,570",1.05
3020060000,대전광역시 유성구 관평동,"28,876","10,654",2.71,"14,758","14,118",1.05
3020061000,대전광역시 유성구 원신흥동,"45,871","18,982",2.42,"21,968","23,903",0.92
3023000000,대전광역시 대덕구 ,"175,289","78,640",2.23,"89,204","86,085",1.04
3023051000,대전광역시 대덕구 오정동,"14,558","7,505",1.94,"7,745","6,813",1.14
3023052000,대전광역시 대덕구 대화동,"7,118","3,527",2.02,"3,764","3,354",1.12
3023052500,대전광역시 대덕구 회덕동,"12,550","5,714",2.2,"6,378","6,172",1.03
3023053300,대전광역시 대덕구 비래동,"16,413","7,004",2.34,"8,187","8,226",1
3023054300,대전광역시 대덕구 송촌동,"27,563","10,366",2.66,"13,667","13,896",0.98
3023054600,대전광역시 대덕구 중리동,"19,584","10,153",1.93,"10,170","9,414",1.08
3023055000,대전광역시 대덕구 신탄진동,"11,053","5,275",2.1,"5,659","5,394",1.05
3023056000,대전광역시 대덕구 석봉동,"16,490","6,478",2.55,"8,472","8,018",1.06
3023057000,대전광역시 대덕구 덕암동,"13,861","6,508",2.13,"7,347","6,514",1.13
3023058000,대전광역시 대덕구 목상동,"6,603","3,194",2.07,"3,591","3,012",1.19
3023060000,대전광역시 대덕구 법1동,"13,275","6,027",2.2,"6,289","6,986",0.9
3023061000,대전광역시 대덕구 법2동,"16,221","6,889",2.35,"7,935","8,286",0.96
3100000000,울산광역시  ,"1,127,175","479,362",2.35,"579,316","547,859",1.06
3111000000,울산광역시 중구 ,"214,775","93,121",2.31,"108,746","106,029",1.03
3111051000,울산광역시 중구 학성동,"10,463","5,362",1.95,"5,345","5,118",1.04
3111052000,울산광역시 중구 반구1동,"17,098","7,882",2.17,"8,866","8,232",1.08
3111053000,울산광역시 중구 반구2동,"8,777","4,294",2.04,"4,467","4,310",1.04
3111054000,울산광역시 중구 복산1동,"4,552","2,124",2.14,"2,298","2,254",1.02
3111055000,울산광역시 중구 복산2동,"11,270","4,758",2.37,"5,611","5,659",0.99
3111058500,울산광역시 중구 중앙동,"12,970","7,154",1.81,"6,689","6,281",1.06
3111059000,울산광역시 중구 우정동,"18,779","8,282",2.27,"9,403","9,376",1
