※ 매월 말일자 통계 현황,,,,,,,
,,2021년05월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4719051000,경상북도 구미시 송정동,"24,232","10,729",2.26,"11,968","12,264",0.98
4719052000,경상북도 구미시 원평1동,"3,748","2,731",1.37,"2,091","1,657",1.26
4719053000,경상북도 구미시 원평2동,"2,852","1,721",1.66,"1,490","1,362",1.09
4719055100,경상북도 구미시 도량동,"29,418","11,844",2.48,"14,388","15,030",0.96
4719055500,경상북도 구미시 지산동,"2,194","1,078",2.04,"1,133","1,061",1.07
4719056500,경상북도 구미시 선주원남동,"38,930","16,159",2.41,"19,784","19,146",1.03
4719058200,경상북도 구미시 형곡1동,"14,388","5,864",2.45,"7,119","7,269",0.98
4719058300,경상북도 구미시 형곡2동,"16,704","7,079",2.36,"8,378","8,326",1.01
4719059000,경상북도 구미시 신평1동,"3,313","1,971",1.68,"1,861","1,452",1.28
4719060000,경상북도 구미시 신평2동,"3,225","1,534",2.1,"1,751","1,474",1.19
4719061000,경상북도 구미시 비산동,"13,227","5,478",2.41,"6,955","6,272",1.11
4719063000,경상북도 구미시 광평동,"4,377","2,090",2.09,"2,343","2,034",1.15
4719064500,경상북도 구미시 상모사곡동,"31,008","12,952",2.39,"16,154","14,854",1.09
4719066000,경상북도 구미시 임오동,"18,826","7,316",2.57,"9,828","8,998",1.09
4719067000,경상북도 구미시 인동동,"48,151","22,356",2.15,"24,923","23,228",1.07
4719068000,경상북도 구미시 진미동,"16,399","10,908",1.5,"8,860","7,539",1.18
4719069000,경상북도 구미시 양포동,"46,502","18,591",2.5,"24,192","22,310",1.08
4719070000,경상북도 구미시 공단동,"4,390","2,137",2.05,"2,426","1,964",1.24
4721000000,경상북도 영주시 ,"102,506","49,933",2.05,"50,878","51,628",0.99
4721025000,경상북도 영주시 풍기읍,"10,692","5,502",1.94,"5,310","5,382",0.99
4721031000,경상북도 영주시 이산면,"2,348","1,200",1.96,"1,211","1,137",1.07
4721032000,경상북도 영주시 평은면,"1,445",794,1.82,731,714,1.02
4721033000,경상북도 영주시 문수면,"1,951","1,113",1.75,999,952,1.05
4721034000,경상북도 영주시 장수면,"2,186","1,154",1.89,"1,106","1,080",1.02
4721035000,경상북도 영주시 안정면,"2,991","1,587",1.88,"1,516","1,475",1.03
4721036000,경상북도 영주시 봉현면,"2,729","1,412",1.93,"1,389","1,340",1.04
4721037000,경상북도 영주시 순흥면,"2,018","1,120",1.8,"1,012","1,006",1.01
4721038000,경상북도 영주시 단산면,"1,862","1,078",1.73,928,934,0.99
4721039000,경상북도 영주시 부석면,"3,059","1,702",1.8,"1,521","1,538",0.99
4721051000,경상북도 영주시 상망동,"7,687","3,516",2.19,"3,838","3,849",1
4721052500,경상북도 영주시 하망동,"6,195","2,941",2.11,"2,963","3,232",0.92
4721055000,경상북도 영주시 영주1동,"3,974","2,240",1.77,"1,934","2,040",0.95
4721056000,경상북도 영주시 영주2동,"3,544","1,786",1.98,"1,702","1,842",0.92
4721059000,경상북도 영주시 휴천1동,"6,631","2,796",2.37,"3,287","3,344",0.98
4721060000,경상북도 영주시 휴천2동,"8,239","4,071",2.02,"4,060","4,179",0.97
4721061000,경상북도 영주시 휴천3동,"7,906","3,595",2.2,"3,934","3,972",0.99
4721062000,경상북도 영주시 가흥1동,"19,057","8,593",2.22,"9,596","9,461",1.01
4721063000,경상북도 영주시 가흥2동,"7,992","3,733",2.14,"3,841","4,151",0.93
4723000000,경상북도 영천시 ,"102,194","53,392",1.91,"52,047","50,147",1.04
4723025000,경상북도 영천시 금호읍,"10,948","6,191",1.77,"5,733","5,215",1.1
4723031000,경상북도 영천시 청통면,"4,080","2,305",1.77,"2,122","1,958",1.08
4723032000,경상북도 영천시 신녕면,"3,846","2,290",1.68,"1,885","1,961",0.96
4723033000,경상북도 영천시 화산면,"3,202","1,765",1.81,"1,675","1,527",1.1
4723034000,경상북도 영천시 화북면,"2,226","1,318",1.69,"1,109","1,117",0.99
4723035000,경상북도 영천시 화남면,"3,197","1,834",1.74,"1,677","1,520",1.1
4723036000,경상북도 영천시 자양면,"1,216",757,1.61,604,612,0.99
4723037000,경상북도 영천시 임고면,"4,225","2,337",1.81,"2,137","2,088",1.02
4723038000,경상북도 영천시 고경면,"5,888","3,577",1.65,"3,267","2,621",1.25
4723039000,경상북도 영천시 북안면,"4,446","2,605",1.71,"2,302","2,144",1.07
4723040000,경상북도 영천시 대창면,"3,096","1,811",1.71,"1,642","1,454",1.13
4723051000,경상북도 영천시 동부동,"28,644","12,978",2.21,"14,101","14,543",0.97
4723052000,경상북도 영천시 중앙동,"9,761","4,620",2.11,"4,929","4,832",1.02
4723053500,경상북도 영천시 서부동,"4,745","2,703",1.76,"2,363","2,382",0.99
4723054000,경상북도 영천시 완산동,"8,552","3,922",2.18,"4,267","4,285",1
4723055500,경상북도 영천시 남부동,"4,122","2,379",1.73,"2,234","1,888",1.18
4725000000,경상북도 상주시 ,"96,337","48,773",1.98,"47,254","49,083",0.96
4725025000,경상북도 상주시 함창읍,"6,472","3,380",1.91,"3,107","3,365",0.92
4725031000,경상북도 상주시 중동면,"1,403",785,1.79,688,715,0.96
4725032500,경상북도 상주시 사벌국면,"3,859","2,086",1.85,"1,884","1,975",0.95
4725033000,경상북도 상주시 낙동면,"2,965","1,646",1.8,"1,452","1,513",0.96
4725033500,경상북도 상주시 낙동면동부출장소,997,562,1.77,491,506,0.97
4725034000,경상북도 상주시 청리면,"2,621","1,426",1.84,"1,281","1,340",0.96
4725035000,경상북도 상주시 공성면,"3,957","2,129",1.86,"1,952","2,005",0.97
4725036000,경상북도 상주시 외남면,"1,655",880,1.88,826,829,1
4725037000,경상북도 상주시 내서면,"1,923","1,064",1.81,979,944,1.04
4725038000,경상북도 상주시 모동면,"2,566","1,316",1.95,"1,293","1,273",1.02
4725039000,경상북도 상주시 모서면,"1,746",967,1.81,885,861,1.03
4725039500,경상북도 상주시 모서면서부출장소,756,426,1.77,366,390,0.94
4725040000,경상북도 상주시 화동면,"1,962","1,062",1.85,987,975,1.01
4725041000,경상북도 상주시 화서면,"2,772","1,471",1.88,"1,352","1,420",0.95
4725042000,경상북도 상주시 화북면,"1,218",676,1.8,613,605,1.01
4725042600,경상북도 상주시 화북면서부출장소,331,209,1.58,171,160,1.07
4725043000,경상북도 상주시 외서면,"2,699","1,487",1.82,"1,277","1,422",0.9
4725044000,경상북도 상주시 은척면,"1,133",661,1.71,524,609,0.86
4725044500,경상북도 상주시 은척면북부출장소,377,227,1.66,199,178,1.12
4725045000,경상북도 상주시 공검면,"2,126","1,208",1.76,"1,009","1,117",0.9
4725046000,경상북도 상주시 이안면,"2,031","1,163",1.75,981,"1,050",0.93
4725047000,경상북도 상주시 화남면,811,488,1.66,394,417,0.94
4725052000,경상북도 상주시 남원동,"12,004","5,418",2.22,"5,870","6,134",0.96
4725053000,경상북도 상주시 북문동,"9,015","4,248",2.12,"4,506","4,509",1
4725054000,경상북도 상주시 계림동,"8,128","4,001",2.03,"3,872","4,256",0.91
4725055000,경상북도 상주시 동문동,"8,219","3,862",2.13,"3,997","4,222",0.95
4725056000,경상북도 상주시 동성동,"3,569","1,734",2.06,"1,741","1,828",0.95
4725057000,경상북도 상주시 신흥동,"9,022","4,191",2.15,"4,557","4,465",1.02
4728000000,경상북도 문경시 ,"71,591","36,810",1.94,"35,175","36,416",0.97
4728025000,경상북도 문경시 문경읍,"5,863","3,198",1.83,"2,847","3,016",0.94
4728025100,경상북도 문경시 문경읍갈평출장소,"1,117",576,1.94,569,548,1.04
4728025300,경상북도 문경시 가은읍,"3,223","1,848",1.74,"1,562","1,661",0.94
4728025400,경상북도 문경시 가은읍북부출장소,858,508,1.69,449,409,1.1
4728031000,경상북도 문경시 영순면,"2,488","1,514",1.64,"1,304","1,184",1.1
4728032000,경상북도 문경시 산양면,"3,095","1,735",1.78,"1,556","1,539",1.01
4728033000,경상북도 문경시 호계면,"2,414","1,473",1.64,"1,154","1,260",0.92
4728034000,경상북도 문경시 산북면,"2,781","1,601",1.74,"1,379","1,402",0.98
4728035000,경상북도 문경시 동로면,"1,974","1,138",1.73,"1,020",954,1.07
4728036000,경상북도 문경시 마성면,"3,603","2,150",1.68,"1,709","1,894",0.9
4728037000,경상북도 문경시 농암면,"2,656","1,608",1.65,"1,225","1,431",0.86
4728057000,경상북도 문경시 점촌1동,"5,855","2,845",2.06,"2,868","2,987",0.96
4728058000,경상북도 문경시 점촌2동,"7,130","3,662",1.95,"3,467","3,663",0.95
4728059000,경상북도 문경시 점촌3동,"9,042","4,238",2.13,"4,502","4,540",0.99
4728060000,경상북도 문경시 점촌4동,"3,160","1,756",1.8,"1,589","1,571",1.01
4728061000,경상북도 문경시 점촌5동,"16,332","6,960",2.35,"7,975","8,357",0.95
4729000000,경상북도 경산시 ,"265,888","121,960",2.18,"133,807","132,081",1.01
4729025000,경상북도 경산시 하양읍,"25,673","11,691",2.2,"12,917","12,756",1.01
4729025300,경상북도 경산시 진량읍,"36,133","16,862",2.14,"18,873","17,260",1.09
4729025600,경상북도 경산시 압량읍,"20,820","10,398",2,"11,063","9,757",1.13
4729031000,경상북도 경산시 와촌면,"5,874","3,034",1.94,"3,165","2,709",1.17
4729033000,경상북도 경산시 자인면,"5,518","2,918",1.89,"2,804","2,714",1.03
4729034000,경상북도 경산시 용성면,"3,322","1,827",1.82,"1,749","1,573",1.11
4729035000,경상북도 경산시 남산면,"3,730","1,944",1.92,"1,928","1,802",1.07
4729037000,경상북도 경산시 남천면,"2,969","1,541",1.93,"1,529","1,440",1.06
4729051000,경상북도 경산시 중방동,"9,818","4,706",2.09,"4,771","5,047",0.95
4729052000,경상북도 경산시 중앙동,"6,486","3,502",1.85,"3,222","3,264",0.99
4729053000,경상북도 경산시 남부동,"19,924","8,440",2.36,"9,794","10,130",0.97
4729054100,경상북도 경산시 서부1동,"35,914","15,195",2.36,"17,113","18,801",0.91
4729054200,경상북도 경산시 서부2동,"34,689","13,373",2.59,"16,666","18,023",0.92
4729055000,경상북도 경산시 북부동,"16,130","9,512",1.7,"8,788","7,342",1.2
4729056000,경상북도 경산시 동부동,"38,888","17,017",2.29,"19,425","19,463",1
4772000000,경상북도 군위군 ,"22,942","13,043",1.76,"11,737","11,205",1.05
4772025000,경상북도 군위군 군위읍,"8,102","4,174",1.94,"4,189","3,913",1.07
4772031000,경상북도 군위군 소보면,"2,283","1,414",1.61,"1,180","1,103",1.07
4772032000,경상북도 군위군 효령면,"3,735","2,105",1.77,"1,916","1,819",1.05
4772033000,경상북도 군위군 부계면,"2,021","1,157",1.75,"1,042",979,1.06
4772034000,경상북도 군위군 우보면,"1,963","1,222",1.61,990,973,1.02
4772035000,경상북도 군위군 의흥면,"2,351","1,399",1.68,"1,138","1,213",0.94
4772036000,경상북도 군위군 산성면,"1,161",728,1.59,586,575,1.02
4772038000,경상북도 군위군 삼국유사면,"1,326",844,1.57,696,630,1.1
4773000000,경상북도 의성군 ,"51,161","28,699",1.78,"25,048","26,113",0.96
4773025000,경상북도 의성군 의성읍,"13,154","6,696",1.96,"6,442","6,712",0.96
4773031000,경상북도 의성군 단촌면,"1,928","1,160",1.66,956,972,0.98
4773032000,경상북도 의성군 점곡면,"1,609",976,1.65,789,820,0.96
4773033000,경상북도 의성군 옥산면,"1,766",994,1.78,878,888,0.99
4773034000,경상북도 의성군 사곡면,"1,559",941,1.66,749,810,0.92
4773035000,경상북도 의성군 춘산면,"1,477",808,1.83,757,720,1.05
4773036000,경상북도 의성군 가음면,"1,455",848,1.72,725,730,0.99
4773037000,경상북도 의성군 금성면,"4,228","2,471",1.71,"2,076","2,152",0.96
4773038000,경상북도 의성군 봉양면,"3,898","2,254",1.73,"1,892","2,006",0.94
4773039000,경상북도 의성군 비안면,"2,563","1,517",1.69,"1,246","1,317",0.95
4773040000,경상북도 의성군 구천면,"1,790","1,007",1.78,892,898,0.99
4773041000,경상북도 의성군 단밀면,"1,722",974,1.77,852,870,0.98
4773042000,경상북도 의성군 단북면,"1,798","1,026",1.75,867,931,0.93
4773043000,경상북도 의성군 안계면,"4,612","2,504",1.84,"2,199","2,413",0.91
4773044000,경상북도 의성군 다인면,"3,792","2,183",1.74,"1,861","1,931",0.96
4773045000,경상북도 의성군 신평면,827,514,1.61,400,427,0.94
4773046000,경상북도 의성군 안평면,"2,148","1,279",1.68,"1,071","1,077",0.99
4773047000,경상북도 의성군 안사면,835,547,1.53,396,439,0.9
4775000000,경상북도 청송군 ,"24,825","14,052",1.77,"12,380","12,445",0.99
4775025000,경상북도 청송군 청송읍,"5,177","2,691",1.92,"2,561","2,616",0.98
4775031500,경상북도 청송군 주왕산면,"1,829","1,085",1.69,907,922,0.98
4775032000,경상북도 청송군 부남면,"2,498","1,434",1.74,"1,232","1,266",0.97
4775033000,경상북도 청송군 현동면,"2,093","1,173",1.78,"1,036","1,057",0.98
4775034000,경상북도 청송군 현서면,"2,503","1,437",1.74,"1,244","1,259",0.99
4775035000,경상북도 청송군 안덕면,"2,608","1,575",1.66,"1,254","1,354",0.93
4775036000,경상북도 청송군 파천면,"1,771","1,050",1.69,882,889,0.99
4775037000,경상북도 청송군 진보면,"6,346","3,607",1.76,"3,264","3,082",1.06
4776000000,경상북도 영양군 ,"16,494","9,039",1.82,"8,187","8,307",0.99
4776025000,경상북도 영양군 영양읍,"7,177","3,683",1.95,"3,540","3,637",0.97
4776031000,경상북도 영양군 입암면,"2,131","1,225",1.74,"1,032","1,099",0.94
4776032000,경상북도 영양군 청기면,"1,722","1,019",1.69,879,843,1.04
4776033000,경상북도 영양군 일월면,"1,756",978,1.8,870,886,0.98
4776034000,경상북도 영양군 수비면,"1,705",973,1.75,856,849,1.01
4776035000,경상북도 영양군 석보면,"2,003","1,161",1.73,"1,010",993,1.02
4777000000,경상북도 영덕군 ,"35,912","20,103",1.79,"17,021","18,891",0.9
4777025000,경상북도 영덕군 영덕읍,"10,923","5,515",1.98,"5,236","5,687",0.92
4777031000,경상북도 영덕군 강구면,"6,155","3,484",1.77,"2,881","3,274",0.88
4777032000,경상북도 영덕군 남정면,"2,343","1,465",1.6,"1,140","1,203",0.95
4777033000,경상북도 영덕군 달산면,"1,124",711,1.58,509,615,0.83
4777034000,경상북도 영덕군 지품면,"1,479",882,1.68,734,745,0.99
4777034500,경상북도 영덕군 지품면원전출장소,537,319,1.68,251,286,0.88
4777035000,경상북도 영덕군 축산면,912,541,1.69,429,483,0.89
4777035500,경상북도 영덕군 축산면축산출장소,"1,711",997,1.72,803,908,0.88
4777036000,경상북도 영덕군 영해면,"6,295","3,444",1.83,"2,918","3,377",0.86
4777037000,경상북도 영덕군 병곡면,"2,759","1,689",1.63,"1,295","1,464",0.88
4777038000,경상북도 영덕군 창수면,"1,674","1,056",1.59,825,849,0.97
4782000000,경상북도 청도군 ,"41,952","22,925",1.83,"20,642","21,310",0.97
4782025000,경상북도 청도군 화양읍,"7,179","3,382",2.12,"3,513","3,666",0.96
4782025100,경상북도 청도군 화양읍남성현출장소,"1,102",627,1.76,552,550,1
4782025300,경상북도 청도군 청도읍,"10,194","5,141",1.98,"4,979","5,215",0.95
4782025400,경상북도 청도군 청도읍유호출장소,"1,583",919,1.72,762,821,0.93
4782031000,경상북도 청도군 각남면,"2,157","1,268",1.7,"1,035","1,122",0.92
4782032000,경상북도 청도군 풍각면,"3,878","2,246",1.73,"1,904","1,974",0.96
4782033000,경상북도 청도군 각북면,"2,231","1,344",1.66,"1,107","1,124",0.98
4782034000,경상북도 청도군 이서면,"4,473","2,458",1.82,"2,190","2,283",0.96
4782035000,경상북도 청도군 운문면,"2,089","1,284",1.63,"1,034","1,055",0.98
4782036000,경상북도 청도군 금천면,"3,287","1,977",1.66,"1,671","1,616",1.03
4782037000,경상북도 청도군 매전면,"3,779","2,279",1.66,"1,895","1,884",1.01
4783000000,경상북도 고령군 ,"31,024","16,499",1.88,"15,939","15,085",1.06
4783025300,경상북도 고령군 대가야읍,"9,997","4,999",2,"5,037","4,960",1.02
4783031000,경상북도 고령군 덕곡면,"1,420",844,1.68,706,714,0.99
4783032000,경상북도 고령군 운수면,"1,841","1,100",1.67,929,912,1.02
4783033000,경상북도 고령군 성산면,"2,560","1,464",1.75,"1,404","1,156",1.21
4783034000,경상북도 고령군 다산면,"8,402","4,110",2.04,"4,378","4,024",1.09
4783035000,경상북도 고령군 개진면,"1,909","1,192",1.6,"1,026",883,1.16
4783036000,경상북도 고령군 우곡면,"1,557",891,1.75,802,755,1.06
4783037000,경상북도 고령군 쌍림면,"3,338","1,899",1.76,"1,657","1,681",0.99
4784000000,경상북도 성주군 ,"43,004","23,511",1.83,"22,260","20,744",1.07
4784025000,경상북도 성주군 성주읍,"13,533","6,619",2.04,"6,875","6,658",1.03
4784031000,경상북도 성주군 선남면,"6,171","3,505",1.76,"3,371","2,800",1.2
4784032000,경상북도 성주군 용암면,"3,678","2,168",1.7,"2,013","1,665",1.21
4784033000,경상북도 성주군 수륜면,"3,063","1,888",1.62,"1,526","1,537",0.99
4784034000,경상북도 성주군 가천면,"2,019","1,225",1.65,"1,000","1,019",0.98
4784035000,경상북도 성주군 금수면,"1,203",774,1.55,623,580,1.07
4784036000,경상북도 성주군 대가면,"2,448","1,365",1.79,"1,234","1,214",1.02
4784037000,경상북도 성주군 벽진면,"3,060","1,704",1.8,"1,575","1,485",1.06
4784038000,경상북도 성주군 초전면,"4,485","2,414",1.86,"2,279","2,206",1.03
4784039000,경상북도 성주군 월항면,"3,344","1,849",1.81,"1,764","1,580",1.12
